NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
81750,경기도 성남시 분당구 야탑동,330,0330,0000,장미마을(코오롱)1,74.14,202408,13,"104,000",118,7,개인,개인,1993,장미로 55,-,중개거래,경기 성남시 분당구,2024.10.28
81751,경기도 의정부시 호원동,436,0436,0000,한주3,59.82,202408,13,"30,000",301,9,개인,개인,1995,평화로322번길 10,-,중개거래,경기 의정부시,2024.10.24
81752,경기도 성남시 중원구 여수동,602,0602,0000,산들마을2단지,51.53,202408,13,"68,000",214동,4,개인,개인,2015,여수울로 51,-,중개거래,"경기 성남시 분당구, 경기 성남시 중원구",2024.9.3
81753,경기도 의정부시 호원동,456-3,0456,0003,신일,59.988,202408,13,"27,200",-,4,개인,개인,1998,평화로216번길 13,20241008,중개거래,경기 의정부시,-
81754,경기도 수원시 영통구 영통동,955-1,0955,0001,황골마을주공1,59.99,202408,13,"42,000",140,7,개인,개인,1997,영통로 498,-,중개거래,경기 수원시 영통구,2024.8.21
81755,경기도 성남시 중원구 중앙동,3001,3001,0000,신흥역하늘채랜더스원1단지,74.92,202408,13,"103,000",-,15,개인,개인,2022,광명로 176,20241211,중개거래,경기 성남시 중원구,-
81756,경기도 의정부시 호원동,456-3,0456,0003,신일,59.988,202408,13,"27,200",101,4,개인,개인,1998,평화로216번길 13,-,중개거래,경기 의정부시,2024.10.8
81757,경기도 성남시 중원구 중앙동,3001,3001,0000,신흥역하늘채랜더스원1단지,74.92,202408,13,"103,000",105,15,개인,개인,2022,광명로 176,-,중개거래,경기 성남시 중원구,2024.12.12
81758,경기도 수원시 영통구 망포동,690,0690,0000,동수원자이2차,84.9394,202408,13,"56,000",206,10,개인,개인,2002,태장로71번길 19,-,중개거래,경기 수원시 영통구,2024.11.8
81759,경기도 수원시 영통구 망포동,690,0690,0000,동수원자이2차,84.9394,202408,13,"53,000",209,2,개인,개인,2002,태장로71번길 19,-,중개거래,경기 수원시 영통구,2024.9.13
81760,경기도 성남시 분당구 구미동,201,0201,0000,무지개(3단지)(건영),53.83,202408,13,"63,000",309,10,개인,개인,1996,미금로 63,-,중개거래,서울 성북구,2024.12.23
81761,경기도 의정부시 의정부동,724,0724,0000,의정부역센트럴자이앤위브캐슬,59.948,202408,13,"58,500",103동,36,개인,개인,2022,경의로 132,-,중개거래,경기 의정부시,2024.10.11
81762,경기도 의정부시 의정부동,377-2,0377,0002,승윤노블리안시티,17.5,202408,13,"6,000",-,11,개인,개인,2016,평화로 443,-,중개거래,경기 의정부시,2024.8.20
81763,경기도 의정부시 의정부동,487-4,0487,0004,남해오네뜨,15.7546,202408,13,"5,850",-,9,개인,개인,2014,시민로 27,-,중개거래,경기 의정부시,2024.9.2
81764,경기도 의정부시 호원동,456-3,0456,0003,신일,59.988,202408,13,"27,200",-,4,개인,개인,1998,평화로216번길 13,20241008,중개거래,경기 의정부시,-
81765,경기도 성남시 분당구 정자동,110,0110,0000,한솔마을(1단지)(청구),49.35,202408,13,"82,200",105,8,개인,개인,1994,불정로 219,-,중개거래,경기 성남시 분당구,2024.11.29
81766,경기도 의정부시 신곡동,816,0816,0000,e편한세상신곡파크비스타,72.9453,202408,13,"46,500",104,29,개인,개인,2019,시민로 287,-,중개거래,경기 의정부시,2024.11.8
81767,경기도 의정부시 신곡동,685,0685,0000,신성,84.63,202408,13,"26,000",3,7,개인,개인,1993,능곡로 69,-,중개거래,경기 의정부시,2024.8.14
81768,경기도 의정부시 신곡동,817,0817,0000,e편한세상신곡포레스타뷰,59.9806,202408,13,"42,500",111동,24,개인,개인,2020,금신로 276,-,중개거래,경기 의정부시,2024.9.30
81769,경기도 수원시 영통구 영통동,973-3,0973,0003,벽적골한신,59.84,202408,13,"50,600",813,7,개인,개인,1997,영통로 232,-,중개거래,"경기 남양주시, 경기 수원시 영통구",2024.10.14
81770,경기도 성남시 수정구 신흥동,Mar.42,5542,0003,미래타운,57.762,202408,13,"48,500",-,10,개인,개인,2016,탄리로 62,-,중개거래,경기 성남시 수정구,2024.9.10
81771,경기도 성남시 수정구 고등동,590,0590,0000,판교밸리제일풍경채,84.9387,202408,13,"110,000",107동,4,개인,법인,2020,고등공원로 19,-,직거래,-,2024.11.8
81772,경기도 성남시 중원구 성남동,3126,3126,0000,금호어울림,84.96,202408,13,"82,500",101,10,개인,개인,2006,둔촌대로171번길 6,-,중개거래,경기 성남시 중원구,2024.11.29
81773,경기도 성남시 중원구 성남동,3755,3755,0000,SR하이원,45.31,202408,13,"35,500",-,7,개인,개인,2004,제일로 59,-,중개거래,경기 성남시 중원구,2024.10.31
81774,경기도 의정부시 장암동,5,0005,0000,장암주공2,51.66,202408,13,"20,700",203,5,개인,개인,1993,동일로 397,-,중개거래,경기 의정부시,2024.10.16
81775,경기도 성남시 수정구 태평동,7346,7346,0000,가천대역두산위브,59.9729,202408,13,"63,000",103동,3,개인,개인,2018,태평로 65,-,중개거래,경기 성남시 중원구,2025.1.20
81776,경기도 수원시 영통구 영통동,1052-2,1052,0002,황골마을(쌍용),59.79,202408,13,"40,000",246,7,개인,개인,1998,봉영로1744번길 16,-,중개거래,경기 수원시 영통구,2024.11.28
81777,경기도 의정부시 신곡동,816,0816,0000,e편한세상신곡파크비스타,72.9453,202408,13,"41,900",-,2,개인,개인,2019,시민로 287,20240909,중개거래,경기 의정부시,-
81778,경기도 성남시 중원구 도촌동,702,0702,0000,동분당포레스트,84.98,202408,13,"78,000",302,12,개인,개인,2007,도촌남로 67,-,중개거래,경기 성남시 중원구,2024.11.14
81779,경기도 의정부시 호원동,376-7,0376,0007,뉴익호원가든3,84.93,202408,13,"39,000",303,6,개인,개인,1999,범골로 23,-,중개거래,경기 의정부시,2024.11.8
81780,경기도 의정부시 의정부동,724,0724,0000,의정부역센트럴자이앤위브캐슬,84.879,202408,13,"83,000",111동,26,개인,개인,2022,경의로 132,-,중개거래,경기 의정부시,2024.10.17
81781,경기도 부천시 원미구 상동,525-3,0525,0003,라일락마을(신성미소지움),59.962,202408,13,"60,000",2320,15,개인,개인,2002,도약로 36,-,중개거래,경기 부천시 원미구,2024.11.6
81782,경기도 부천시 원미구 중동,1178,1178,0000,미리내마을(롯데1),33.54,202408,13,"25,500",901,14,개인,개인,1993,소향로 206,-,중개거래,경기 부천시 원미구,2024.8.29
81783,경기도 부천시 원미구 중동,1051,1051,0000,설악마을(주공),44.1,202408,13,"27,000",303,12,개인,개인,1993,계남로 195,-,중개거래,경기 부천시 원미구,2024.11.8
81784,경기도 광명시 광명동,785,0785,0000,광명해모로이연,141.32,202408,13,"103,000",108,11,개인,개인,2015,목감로 58,-,중개거래,경기 광명시,2025.1.7
81785,경기도 부천시 소사구 송내동,377-7,0377,0007,중동역푸르지오2차,84.96,202408,13,"60,000",203,20,개인,개인,2008,경인로117번길 27,-,중개거래,"경기 부천시 소사구, 서울 서초구",2024.11.28
81786,경기도 부천시 원미구 중동,1052,1052,0000,중흥마을(주공),37.67,202408,13,"24,400",627,4,개인,개인,1995,계남로 196,-,중개거래,경기 부천시 원미구,2024.8.29
81787,경기도 광명시 일직동,513,0513,0000,광명역써밋플레이스,84.9663,202408,13,"110,000",105동,6,개인,개인,2018,양지로 16,-,직거래,-,2025.5.13
81788,경기도 평택시 합정동,870,0870,0000,참이슬,124.9895,202408,13,"30,400",105,7,개인,개인,1999,참이슬길 13,-,중개거래,경기 평택시,2024.9.30
81789,경기도 광명시 철산동,367,0367,0000,철산한신,89.455,202408,13,"71,000",106,14,개인,개인,1992,디지털로 64,-,중개거래,경기 광명시,2024.10.11
81790,경기도 부천시 오정구 원종동,469,0469,0000,원종e편한세상,72.78,202408,13,"43,000",101,10,개인,개인,2005,삼작로368번길 15-12,-,중개거래,경기 부천시 오정구,2024.10.31
81791,경기도 부천시 오정구 원종동,352,0352,0000,미성,34.16,202408,13,"16,500",4,4,개인,개인,1983,까치로124번길 50,-,직거래,-,2024.8.23
81792,경기도 평택시 서정동,319-3,0319,0003,신한헤센스마트서정아트타워,22.654,202408,13,"9,500",신한헤센스마트서정아트타워,17,개인,법인,2018,정암로 10,-,중개거래,경기 평택시,2024.9.20
81793,경기도 평택시 서정동,909-1,0909,0001,주공3,46.65,202408,13,"21,000",307,1,개인,개인,1988,서정남로 183,-,중개거래,경기 평택시,2024.9.5
81794,경기도 부천시 원미구 상동,548-7,0548,0007,WITHUSVILL,84.93,202408,13,"44,000",1,15,개인,개인,2008,길주로 74,-,중개거래,경기 부천시 원미구,2024.11.29
81795,경기도 광명시 소하동,933,0933,0000,미도아파트2차,59.67,202408,13,"32,000",제101,1,개인,개인,1993,영당로22번길 19,-,중개거래,경기 광명시,2024.9.20
81796,경기도 평택시 이충동,381,0381,0000,현대(이충),84.58,202408,13,"29,000",101,5,개인,개인,1992,송탄로 90,-,중개거래,경기 평택시,2024.8.30
81797,경기도 평택시 이충동,463,0463,0000,서정라페온빌3차,29.03,202408,13,"8,400",-,4,법인,법인,2018,정암로 21,-,직거래,-,2024.8.27
81798,경기도 평택시 이충동,463,0463,0000,서정라페온빌3차,29.03,202408,13,"8,500",-,5,법인,법인,2018,정암로 21,-,직거래,-,2024.8.27
81799,경기도 부천시 소사구 소사본동,133-12,0133,0012,부천소사역푸르지오,59.9241,202408,13,"62,000",105,8,개인,개인,2012,소삼로 47,-,직거래,-,2024.9.27
81800,경기도 부천시 소사구 소사본동,135,0135,0000,소사에스케이뷰,84.9841,202408,13,"58,000",-,10,개인,개인,2004,소삼로 62,20241111,중개거래,경기 부천시 소사구,-
81801,경기도 부천시 원미구 중동,1173-1,1173,0001,보람마을(동남),84.94,202408,13,"53,800",1120,1,개인,개인,1995,석천로 107,-,중개거래,경기 부천시 원미구,2024.11.22
81802,경기도 평택시 이충동,463,0463,0000,서정라페온빌3차,29.03,202408,13,"8,500",-,7,법인,법인,2018,정암로 21,-,직거래,-,2024.8.27
81803,경기도 부천시 원미구 중동,1179,1179,0000,미리내마을(금호),41.85,202408,13,"27,000",917,1,개인,개인,1994,조마루로285번길 47,-,중개거래,경기 부천시 원미구,2024.10.11
81804,경기도 남양주시 호평동,612,0612,0000,호평현대아이파크아파트,74.3453,202408,13,"45,800",1111,16,개인,개인,2004,늘을3로 7,-,중개거래,"경기 남양주시, 인천 서구",2024.9.30
81805,경기도 오산시 오산동,865-1,0865,0001,대동다숲,58.21,202408,13,"20,000",오산대다숲 주상복합,5,개인,개인,2006,경기대로 289,-,중개거래,경기 오산시,2024.8.20
81806,경기도 구리시 인창동,691,0691,0000,원일가대라곡,59.999,202408,13,"59,000",206,15,개인,개인,2005,동구릉로148번길 15,-,중개거래,경기 구리시,2024.10.2
81807,경기도 구리시 수택동,854-2,0854,0002,엘지원앙,70.2,202408,13,"72,500",101,13,개인,개인,1995,체육관로 54,-,중개거래,경기 구리시,2024.11.8
81808,경기도 구리시 수택동,518-14,0518,0014,동명A,63.36,202408,13,"39,400",A,1,개인,개인,1990,수택천로15번길 36,-,직거래,-,2024.8.19
81809,경기도 남양주시 화도읍 창현리,769,0769,0000,창현주공,59.71,202408,13,"21,000",105,15,개인,개인,1997,녹촌로 9,-,중개거래,경기 남양주시,2024.10.29
81810,경기도 남양주시 화도읍 창현리,777,0777,0000,이안남양주,84.6394,202408,13,"36,500",104,10,개인,개인,2009,수레로 1178,-,중개거래,경기 남양주시,2024.8.28
81811,경기도 고양시 일산서구 가좌동,1089,1089,0000,가좌마을2단지대우,73.8599,202408,13,"30,000",213,13,개인,개인,2005,가좌3로 45,-,중개거래,경기 고양시 일산서구,2024.9.25
81812,경기도 남양주시 다산동,Jan.02,4002,0001,플루리움2단지,134.878,202408,13,"74,400",205,26,개인,개인,2002,도농로 34,-,중개거래,경기 남양주시,2024.11.22
81813,경기도 남양주시 와부읍 덕소리,615,0615,0000,성일우리미,84.9155,202408,13,"55,000",101,13,개인,개인,2008,덕소로 125,-,중개거래,경기 남양주시,2024.11.29
81814,경기도 남양주시 다산동,6025,6025,0000,다산유승한내들골든뷰,84.8557,202408,13,"60,000",3106동,11,개인,개인,2018,다산순환로 135,-,직거래,-,2024.11.18
81815,경기도 남양주시 다산동,6208,6208,0000,다산지금센트럴에일린의뜰,84.7845,202408,13,"75,500",7102,20,개인,개인,2019,다산지금로16번길 88,-,중개거래,경기 남양주시,2025.1.21
81816,경기도 남양주시 다산동,6151,6151,0000,다산e편한세상더퍼스트,84.57,202408,13,"80,000",5404,29,개인,개인,2019,다산중앙로20번길 7,-,중개거래,경기 남양주시,2024.12.17
81817,경기도 남양주시 다산동,Jan.02,4002,0001,플루리움3단지,182.767,202408,13,"85,500",304,5,개인,개인,2001,도농로 34,-,중개거래,경기 남양주시,2024.12.13
81818,경기도 남양주시 다산동,6092,6092,0000,힐스테이트다산,84.6913,202408,13,"93,500",5207동,22,개인,개인,2018,다산순환로 365,-,중개거래,경기 남양주시,2024.10.31
81819,경기도 남양주시 다산동,6133,6133,0000,다산 이편한세상자이,59.98,202408,13,"76,000",3511,20,개인,개인,2018,다산중앙로81번길 25,-,중개거래,경기 남양주시,2024.9.27
81820,경기도 남양주시 와부읍 덕소리,528-9,0528,0009,신한,84.68,202408,13,"41,500",103,20,개인,개인,1998,덕소로2번길 135,-,중개거래,경기 남양주시,2024.9.30
81821,경기도 남양주시 와부읍 덕소리,600-3,0600,0003,강변삼익,59.88,202408,13,"37,300",105,8,개인,개인,1996,덕소로2번길 39,-,중개거래,경기 남양주시,2024.11.25
81822,경기도 남양주시 화도읍 묵현리,48,0048,0000,삼익,59.76,202408,13,"18,000",105,3,개인,개인,2003,비룡로116번길 40,-,중개거래,경기 남양주시,2024.10.30
81823,경기도 남양주시 별내동,871,0871,0000,별내푸르지오,76.4274,202408,13,"54,500",5209동,13,개인,개인,2015,송산로307번길 22,-,중개거래,경기 남양주시,2024.10.28
81824,경기도 남양주시 별내동,895,0895,0000,별내우미린스타포레,84.9914,202408,13,"65,000",5401동,11,개인,개인,2019,별내5로 189-130,-,중개거래,경기 남양주시,2024.11.15
81825,경기도 오산시 원동,214-3,0214,0003,신양,84.69,202408,13,"20,000",1,3,개인,개인,1995,대원로 47,-,중개거래,경기 오산시,2024.9.12
81826,경기도 남양주시 화도읍 가곡리,598,0598,0000,신마석신도브래뉴,84.99,202408,13,"24,300",105,2,개인,개인,2008,비룡로 321,-,중개거래,경기 남양주시,2024.10.23
81827,경기도 구리시 갈매동,590,0590,0000,한라비발디,84.81,202408,13,"72,000",312동,25,개인,개인,2016,갈매중앙로 131,-,중개거래,경기 구리시,2024.11.18
81828,경기도 남양주시 와부읍 도곡리,1117,1117,0000,건영덕소리버파크,84.97,202408,13,"48,000",108,13,개인,개인,2002,덕소로 286-1,-,중개거래,경기 남양주시,2024.9.27
81829,경기도 남양주시 와부읍 도곡리,993,0993,0000,덕소쌍용,134.919,202408,13,"58,000",101,3,개인,개인,2000,덕소로 206,-,중개거래,경기 남양주시,2024.10.25
81830,경기도 남양주시 와부읍 도곡리,993,0993,0000,덕소쌍용,84.139,202408,13,"45,000",108,12,개인,개인,2000,덕소로 206,-,중개거래,경기 남양주시,2024.10.31
81831,경기도 남양주시 와부읍 도곡리,986-1,0986,0001,덕소두산위브,169.788,202408,13,"110,000",-,9,개인,개인,2002,덕소로 180,20250103,중개거래,경기 남양주시,-
81832,경기도 남양주시 와부읍 도곡리,986-1,0986,0001,덕소두산위브,169.788,202408,13,"110,000",109,9,개인,개인,2002,덕소로 180,-,중개거래,경기 남양주시,2025.1.3
81833,경기도 남양주시 와부읍 도곡리,991-8,0991,0008,아리스빌,121.13,202408,13,"36,250",-,2,개인,개인,2004,덕소로 196-102,-,중개거래,경기 남양주시,2024.10.14
