NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
81605,경기도 시흥시 배곧동,243,0243,0000,한라비발디캠퍼스,84.9906,202408,14,"56,000",105동,35,개인,개인,2017,배곧1로 27-15,-,중개거래,경기 시흥시,2024.10.10
81606,경기도 시흥시 매화동,262-1,0262,0001,"진양101,102동",52.53,202408,14,"14,000",-,3,개인,개인,1990,매화로 49,20240820,중개거래,경기 시흥시,-
81607,경기도 시흥시 정왕동,1886-5,1886,0005,고합,84.96,202408,14,"32,000",112,5,개인,개인,1998,정왕신길로49번길 7,-,중개거래,경기 시흥시,2024.10.14
81608,경기도 시흥시 정왕동,1877-1,1877,0001,문영센스빌,59.937,202408,14,"25,100",108동,4,개인,개인,2002,함송로 35,-,중개거래,경기 시흥시,2024.12.30
81609,경기도 시흥시 정왕동,1877-5,1877,0005,보성,41.97,202408,14,"22,000",115,2,개인,개인,1998,함송로 63,-,중개거래,경기 시흥시,2024.10.31
81610,경기도 오산시 수청동,622,0622,0000,더샵오산센트럴,67.9716,202408,14,"51,800",101동,17,개인,개인,2020,내삼미로 65,-,중개거래,경기 오산시,2024.8.30
81611,경기도 시흥시 거모동,612-1,0612,0001,동보,25.12,202408,14,"5,800",101,5,개인,개인,1999,군자로335번길 11,-,중개거래,경기 시흥시,2024.9.12
81612,경기도 의왕시 포일동,533-5,0533,0005,동부새롬,84.99,202408,14,"50,500",101,4,개인,개인,1997,새롬길 10,-,중개거래,"경기 안양시 동안구, 경기 의왕시",2024.12.13
81613,경기도 하남시 신장동,577,0577,0000,하남호반써밋에듀파크,59.8536,202408,14,"80,000",105동,13,개인,개인,2021,하남유니온로 10,-,중개거래,경기 하남시,2024.11.29
81614,경기도 하남시 신장동,577,0577,0000,하남호반써밋에듀파크,59.8536,202408,14,"82,000",-,8,개인,개인,2021,하남유니온로 10,-,중개거래,경기 하남시,-
81615,경기도 의왕시 내손동,774,0774,0000,반도보라빌리지2,84.805,202408,14,"64,000",201,19,개인,개인,2002,갈미로 32,-,중개거래,경기 의왕시,2024.11.29
81616,경기도 용인시 기흥구 신갈동,116-2,0116,0002,드림랜드,49.98,202408,14,"30,000",102,3,개인,개인,1992,용구대로2152번길 39,-,중개거래,경기 용인시 기흥구,2024.10.14
81617,경기도 용인시 처인구 삼가동,562,0562,0000,용인행정타운두산위브1단지,104.25,202408,14,"47,800",-,6,개인,법인,2013,지삼로590번길 24,20240904,중개거래,경기 용인시 처인구,-
81618,경기도 용인시 기흥구 공세동,679,0679,0000,한보라마을9단지경남아너스빌,59.95,202408,14,"32,300",902,2,개인,개인,2006,한보라2로 167,-,중개거래,경기 용인시 기흥구,2024.11.29
81619,경기도 의왕시 내손동,846,0846,0000,의왕내손e편한세상,84.92,202408,14,"70,000",1114,14,개인,개인,2012,내손중앙로 11,-,직거래,-,2024.8.14
81620,경기도 하남시 신장동,577,0577,0000,하남호반써밋에듀파크,59.6114,202408,14,"81,000",103동,4,개인,개인,2021,하남유니온로 10,-,중개거래,경기 하남시,2024.11.4
81621,경기도 용인시 처인구 고림동,996,0996,0000,임원마을영화아이닉스,81.3158,202408,14,"25,500",102,6,개인,개인,2002,경안천로256번길 47-16,-,중개거래,경기 용인시 처인구,2024.10.16
81622,경기도 하남시 풍산동,568,0568,0000,이편한세상미사,69.85,202408,14,"85,000",102동,1,개인,개인,2018,미사강변중앙로 90,-,중개거래,경기 하남시,2024.10.16
81623,경기도 용인시 기흥구 신갈동,159,0159,0000,갈현마을현대홈타운,59.959,202408,14,"48,000",505,5,개인,개인,2001,관곡로 16,-,중개거래,경기 용인시 기흥구,2024.12.20
81624,경기도 하남시 신장동,577,0577,0000,하남호반써밋에듀파크,59.8536,202408,14,"82,000",103동,8,개인,개인,2021,하남유니온로 10,-,중개거래,경기 하남시,2024.12.30
81625,경기도 하남시 망월동,1050,1050,0000,미사강변 센텀팰리스,74.86,202408,14,"86,700",1813동,3,개인,개인,2016,미사강변서로 127,-,중개거래,경기 하남시,2024.9.25
81626,경기도 의왕시 내손동,844,0844,0000,인덕원 센트럴 자이 1단지,59.84,202408,14,"77,000",103,3,개인,법인,2009,내손로 13,-,중개거래,경기 의왕시,2024.11.29
81627,경기도 용인시 기흥구 공세동,714,0714,0000,대주피오레2단지,120.82,202408,14,"43,000",212,7,개인,개인,2009,탑실로 152,-,중개거래,경기 수원시 영통구,2024.10.31
81628,경기도 군포시 금정동,872,0872,0000,충무주공(872),44.06,202408,14,"31,000",218,10,개인,개인,1993,산본로 299,-,중개거래,경기 군포시,2024.12.2
81629,경기도 용인시 처인구 유방동,330-1,0330,0001,용인보평역서희스타힐스리버파크,52.598,202408,14,"30,800",101동,20,개인,개인,2024,한터로 55-30,-,중개거래,경기 용인시 처인구,2024.8.29
81630,경기도 하남시 감이동,535,0535,0000,감일센트레빌,74.82,202408,14,"91,000",1401동,5,개인,개인,2020,감일백제로 35,-,중개거래,경기 하남시,2024.10.23
81631,경기도 군포시 금정동,876,0876,0000,율곡,58.46,202408,14,"45,000",339,15,개인,개인,1994,오금로 43,-,직거래,-,2024.8.20
81632,경기도 하남시 신장동,593,0593,0000,하남유시티대명루첸리버파크,74.34,202408,14,"83,000",108동,18,개인,법인,2018,하남유니온로 30,-,중개거래,경기 하남시,2024.9.27
81633,경기도 용인시 처인구 김량장동,254-51,0254,0051,골드빌,92.7,202408,14,"22,700",-,6,개인,개인,2002,금령로71번길 8,-,중개거래,경기 용인시 처인구,2024.10.2
81634,경기도 용인시 기흥구 상갈동,463,0463,0000,금화마을4단지주공그린빌,84.43,202408,14,"49,500",403,7,개인,개인,2001,금화로58번길 10,-,중개거래,경기 용인시 기흥구,2024.9.4
81635,경기도 용인시 기흥구 상갈동,461,0461,0000,금화대우현대1단지,101.968,202408,14,"52,000",101,9,개인,개인,2001,금화로82번길 14,-,중개거래,"경기 성남시 분당구, 경기 용인시 기흥구",2024.9.26
81636,경기도 하남시 신장동,562,0562,0000,에코타운(A블럭),57.41,202408,14,"64,000",103,18,개인,개인,2004,하남대로784번길 29,-,중개거래,경기 하남시,2024.9.9
81637,경기도 의왕시 포일동,533-5,0533,0005,동부새롬,84.99,202408,14,"50,500",-,4,개인,개인,1997,새롬길 10,20241021,중개거래,"경기 안양시 동안구, 경기 의왕시",-
81638,경기도 하남시 덕풍동,684,0684,0000,한솔리치빌(2단지),59.6237,202408,14,"45,000",205,5,개인,개인,2002,덕산로 60,-,중개거래,경기 하남시,2024.10.8
81639,경기도 하남시 선동,423,0423,0000,리버나인RIVERNINE,74.95,202408,14,"90,000",905,17,개인,개인,2014,미사강변한강로 110,-,중개거래,경기 하남시,2024.12.20
81640,경기도 용인시 기흥구 신갈동,2월 1일,0002,0001,동오,50.17,202408,14,"21,600",나,2,개인,개인,1989,용구대로2152번길 18,-,중개거래,경기 용인시 기흥구,2024.10.25
81641,경기도 안양시 동안구 호계동,1309,1309,0000,평촌두산위브리버뷰,59.99,202408,14,"62,800",102,11,개인,개인,2022,엘에스로45번길 30,-,중개거래,경기 안양시 동안구,2024.11.1
81642,경기도 안양시 동안구 평촌동,Feb.75,0075,0002,인덕원대우,60,202408,14,"70,000",113,11,개인,개인,2001,학의로 390,-,중개거래,경기 안양시 동안구,2024.11.11
81643,경기도 안양시 동안구 비산동,1109,1109,0000,샛별한양6(고층1109),35.1,202408,14,"36,000",603,6,개인,개인,1993,달안로 62,-,중개거래,경기 안양시 동안구,2024.10.25
81644,경기도 안양시 동안구 비산동,1155,1155,0000,더포레스트힐,59.93,202408,14,"44,000",104,5,개인,개인,2003,임곡로 43,-,중개거래,경기 안양시 동안구,2024.8.30
81645,경기도 안양시 동안구 비산동,572,0572,0000,한화꿈에그린,111.475,202408,14,"73,000",109,1,개인,개인,2009,경수대로883번길 33,-,중개거래,경기 안양시 동안구,2024.8.19
81646,경기도 안양시 만안구 안양동,1393,1393,0000,래미안안양메가트리아,59.65,202408,14,"69,800",204동,22,개인,개인,2016,안양천서로 177,-,중개거래,경기 안양시 만안구,2024.9.20
81647,경기도 안양시 만안구 안양동,397-10,0397,0010,더베이프리미엄아파트,63.84,202408,14,"35,300",-,9,개인,개인,2018,현충로24번길 14,-,중개거래,경기 안양시 만안구,2024.9.27
81648,경기도 안양시 만안구 안양동,1393,1393,0000,래미안안양메가트리아,84.7,202408,14,"90,000",110동,15,개인,개인,2016,안양천서로 177,-,중개거래,경기 안양시 만안구,2024.11.14
81649,경기도 안양시 만안구 안양동,1393,1393,0000,래미안안양메가트리아,39.5,202408,14,"36,000",117동,4,개인,개인,2016,안양천서로 177,-,중개거래,경기 안양시 만안구,2024.10.7
81650,경기도 부천시 원미구 도당동,266-4,0266,0004,성원,49.73,202408,14,"35,500",4,2,개인,법인,1984,부천로245번길 44,-,중개거래,경기 부천시 원미구,2024.10.2
81651,경기도 안양시 동안구 관양동,1589,1589,0000,한가람(세경),49.68,202408,14,"49,000",509,7,개인,개인,1996,달안로 110,-,중개거래,경기 안양시 동안구,2024.11.18
81652,경기도 안양시 동안구 평촌동,896-6,0896,0006,초원부영,37.85,202408,14,"40,300",702,2,개인,개인,1992,관평로138번길 63,-,중개거래,경기 안양시 동안구,2024.10.15
81653,경기도 부천시 원미구 원미동,Jun.51,0051,0006,프라임150,56.62,202408,14,"40,500",-,5,개인,개인,2023,원미로 150,-,직거래,-,2024.9.30
81654,경기도 안양시 동안구 평촌동,Feb.75,0075,0002,인덕원대우,84.96,202408,14,"88,000",110,15,개인,개인,2001,학의로 390,-,중개거래,경기 안양시 동안구,2024.11.11
81655,경기도 안양시 동안구 평촌동,896-2,0896,0002,초원마을세경,49.68,202408,14,"51,500",804,9,개인,개인,1996,관평로138번길 13,-,중개거래,경기 안양시 동안구,2024.10.16
81656,경기도 부천시 원미구 도당동,Oct.51,0051,0010,중앙파크더숲,77.1,202408,14,"54,000",-,3,개인,개인,2021,부천로354번길 75,-,중개거래,경기 부천시 원미구,2024.11.11
81657,경기도 안양시 만안구 안양동,1416,1416,0000,안양씨엘포레자이,84.9974,202408,14,"77,000",112,12,개인,개인,2021,소곡로 78,-,중개거래,경기 안양시 만안구,2024.12.20
81658,경기도 안양시 동안구 관양동,1510-1,1510,0001,인덕원마을(삼성),84.93,202408,14,"98,000",104,9,개인,개인,1998,안양판교로 42,-,중개거래,경기 안양시 동안구,2024.11.11
81659,경기도 의정부시 가능동,50,0050,0000,힐스테이트녹양역,59.9932,202408,14,"39,500",103동,28,개인,개인,2018,가금로34번길 23,-,중개거래,경기 의정부시,2024.10.17
81660,경기도 안양시 만안구 석수동,275-2,0275,0002,무림,56.19,202408,14,"34,100",제2,4,개인,개인,1983,석천로197번길 52,-,중개거래,경기 안양시 만안구,2024.11.21
81661,경기도 부천시 원미구 약대동,216-1,0216,0001,부천아이파크,84.58,202408,14,"64,500",112동,6,개인,개인,2017,평천로 679,-,중개거래,"경기 부천시 오정구, 경기 부천시 원미구",2024.11.29
81662,경기도 안양시 동안구 관양동,1589-1,1589,0001,한가람(신라),59.76,202408,14,"58,000",404,13,개인,개인,1992,달안로 124,-,중개거래,경기 안양시 동안구,2024.11.29
81663,경기도 안양시 동안구 관양동,1589-1,1589,0001,한가람(신라),59.76,202408,14,"58,000",404,13,개인,개인,1992,달안로 124,-,중개거래,경기 안양시 동안구,2024.11.29
81664,경기도 안양시 만안구 안양동,397-10,0397,0010,더베이프리미엄아파트,63.84,202408,14,"35,300",-,9,개인,개인,2018,현충로24번길 14,20240924,중개거래,경기 안양시 만안구,-
81665,경기도 의정부시 민락동,550-4,0550,0004,민락e-편한세상,84.9591,202408,14,"41,000",102,16,개인,개인,2006,오목로 117,-,중개거래,경기 의정부시,2024.12.13
81666,경기도 의정부시 낙양동,709,0709,0000,의정부민락금강펜테리움아파트,84.9818,202408,14,"45,500",401동,8,개인,개인,2016,용민로 263,-,중개거래,경기 의정부시,2024.12.23
81667,경기도 안양시 동안구 평촌동,898,0898,0000,초원성원,84.99,202408,14,"81,000",105,14,개인,개인,1992,관평로138번길 12,-,중개거래,경기 안양시 동안구,2024.9.30
81668,경기도 안양시 동안구 평촌동,899,0899,0000,향촌롯데,59.76,202408,14,"77,000",309,4,개인,개인,1993,평촌대로180번길 28,-,중개거래,경기 안양시 동안구,2024.8.27
81669,경기도 안양시 동안구 평촌동,897-7,0897,0007,초원LG,59.79,202408,14,"67,000",507,14,개인,개인,1993,부림로 52,-,중개거래,서울 강남구,2024.9.25
81670,경기도 양평군 양평읍 양근리,738,0738,0000,센트럴파크써밋,63.8714,202408,14,"37,500",105동,3,개인,개인,2022,역전길 55,-,중개거래,경기 양평군,2024.9.30
81671,경기도 양평군 양평읍 양근리,170-43,0170,0043,금광1,59.74,202408,14,"15,400",A,6,개인,개인,1992,관문길18번길 16,-,중개거래,경기 양평군,2024.8.30
81672,경기도 양주시 광적면 가납리,840,0840,0000,양주성우헤스티아,59.996,202408,14,"14,500",106,14,개인,개인,2004,가래비11길 30,-,중개거래,경기 양주시,2024.10.23
81673,경기도 여주시 교동,673,0673,0000,여주역센트레빌트리니체,76.6971,202408,14,"34,710",103동,7,개인,개인,2024,향교로 92,-,중개거래,경기 여주시,2024.8.29
81674,경기도 여주시 현암동,188-1,0188,0001,벽산,37.52,202408,14,"6,300",101,7,개인,개인,1997,도예로 35,-,중개거래,경기 여주시,2024.8.14
81675,경기도 양주시 장흥면 부곡리,647,0647,0000,송추역북한산경남아너스빌,63.9377,202408,14,"32,000",106동,8,개인,개인,2022,호국로597번길 15,-,중개거래,경기 양주시,2024.9.12
81676,경기도 양평군 양평읍 양근리,170-43,0170,0043,금광1,59.74,202408,14,"15,400",-,6,개인,개인,1992,관문길18번길 16,20240819,중개거래,경기 양평군,-
81677,경기도 양주시 백석읍 복지리,290,0290,0000,동화(장미마을),84.94,202408,14,"19,000",장미마을아파트102,12,개인,개인,1999,꿈나무로 299,-,직거래,-,2024.8.14
81678,경기도 양평군 양평읍 창대리,844,0844,0000,한화포레나양평,59.7829,202408,14,"31,100",102동,19,개인,개인,2023,남북로 53,-,중개거래,경기 양평군,2024.9.2
81679,경기도 양평군 양평읍 창대리,842,0842,0000,양평휴먼빌리버파크어반,84.9743,202408,14,"41,500",103동,6,개인,개인,2023,양근로 312,-,중개거래,경기 양평군,2024.8.14
81680,경기도 가평군 가평읍 읍내리,771-1,0771,0001,에이원파란채,84.987,202408,14,"18,000",103,11,개인,개인,2007,가화로 223,-,직거래,-,2024.10.28
81681,경기도 가평군 가평읍 대곡리,360,0360,0000,우림필유1단지,84.9,202408,14,"19,600",102,1,개인,개인,2006,문화로 112,-,중개거래,경기 가평군,2024.11.1
81682,경기도 가평군 설악면 신천리,426-1,0426,0001,어젤리아(101동),59.98,202408,13,"27,000",제1동,11,개인,법인,2019,신천중앙로88번길 19-31,-,직거래,-,2024.10.31
81683,경기도 여주시 월송동,388-29,0388,0029,보광그랑베르,61.991,202408,13,"14,600",101,5,개인,개인,2005,여주남로 58-31,-,중개거래,경기 여주시,2024.9.20
81684,경기도 포천시 일동면 기산리,78-22,0078,0022,원풍,73.53,202408,13,"7,100",B,5,개인,개인,1990,사리재길 64-19,-,중개거래,경기 포천시,2024.9.27
81685,경기도 연천군 전곡읍 전곡리,707,0707,0000,전곡석미모닝파크3차,84.93,202408,13,"26,900",303동,20,개인,기타,2020,선사로 333,-,직거래,-,2024.12.5
81686,경기도 포천시 신읍동,167-4,0167,0004,은하,54.9,202408,13,"7,300",A,1,개인,개인,1985,포천로 1605-1,-,중개거래,경기 포천시,2024.9.25
81687,경기도 포천시 신읍동,698,0698,0000,포천극동2차스타클래스,84.9645,202408,13,"22,700",101,15,개인,개인,2008,왕방로118번길 10,-,중개거래,경기 포천시,2024.9.2
81688,경기도 양평군 양평읍 양근리,140-5,0140,0005,양평현대,84.87,202408,13,"27,900",102,9,개인,개인,1996,관문길 60,-,중개거래,경기 양평군,2024.9.13
81689,경기도 가평군 가평읍 대곡리,695,0695,0000,가평자이,59.9644,202408,13,"28,800",103동,22,개인,개인,2023,문화로 91,-,중개거래,경기 가평군,2024.9.20
81690,경기도 가평군 가평읍 대곡리,695,0695,0000,가평자이,59.9644,202408,13,"27,800",104동,21,개인,개인,2023,문화로 91,-,중개거래,경기 가평군,2024.11.29
81691,경기도 가평군 설악면 신천리,426-1,0426,0001,어젤리아(101동),59.98,202408,13,"27,000",-,11,개인,법인,2019,신천중앙로88번길 19-31,20241030,직거래,-,-
81692,경기도 동두천시 생연동,231,0231,0000,월드메르디앙,84.4174,202408,13,"20,500",102,6,개인,개인,2009,장고갯로 116,-,중개거래,경기 동두천시,2024.9.4
81693,경기도 안산시 단원구 선부동,1078,1078,0000,군자주공12,38.64,202408,13,"22,300",1207,11,개인,개인,1991,선부광장남로 113,-,중개거래,경기 안산시 단원구,2024.9.5
81694,경기도 안산시 단원구 선부동,1085,1085,0000,공작한양(고층),155.155,202408,13,"49,000",130,2,개인,개인,1992,선부로 166,-,중개거래,경기 안산시 단원구,2024.10.16
81695,경기도 안산시 단원구 고잔동,720,0720,0000,호수공원(대림1),87.152,202408,13,"62,600",110,11,개인,개인,2001,광덕서로 19,-,중개거래,"경기 안산시 단원구, 경기 화성시",2024.9.27
81696,경기도 안산시 단원구 고잔동,672,0672,0000,주공(9단지),54.9,202408,13,"31,000",902,6,개인,개인,1986,당곡2로 30,-,중개거래,경기 안산시 단원구,2024.10.11
81697,경기도 안산시 단원구 신길동,1447,1447,0000,휴먼빌2차,84.704,202408,13,"50,500",206,15,개인,개인,2007,신각길 44,-,중개거래,경기 안산시 단원구,2024.11.29
81698,경기도 동두천시 송내동,696-3,0696,0003,송내주공5단지,84.8,202408,13,"19,000",508,5,개인,개인,2003,동두천로 27,-,중개거래,경기 동두천시,2024.9.30
81699,경기도 평택시 안중읍 현화리,825-1,0825,0001,성원,59.5159,202408,13,"18,000",-,11,개인,개인,2002,현화중앙길 53,20240816,직거래,-,-
81700,경기도 평택시 안중읍 현화리,825-1,0825,0001,성원,59.5159,202408,13,"18,000",103,11,개인,개인,2002,현화중앙길 53,-,직거래,-,2024.8.22
81701,경기도 안산시 상록구 월피동,447,0447,0000,한양,60.3,202408,13,"24,300",10,14,개인,법인,1990,안산천동로1길 9,-,중개거래,"경기 안산시 단원구, 경기 안산시 상록구",2024.10.8
81702,경기도 안산시 상록구 본오동,872,0872,0000,월드,44.88,202408,13,"35,000",102,5,개인,개인,1988,본삼로 48,-,중개거래,경기 안산시 상록구,2024.10.21
81703,경기도 안산시 단원구 원곡동,1002,1002,0000,e편한세상초지역센트럴포레,59.974,202408,13,"57,200",106,3,개인,개인,2021,라성로 16,-,중개거래,경기 안산시 단원구,2024.10.18
81704,경기도 안산시 단원구 초지동,738,0738,0000,그린빌18,49.86,202408,13,"23,600",1823,1,개인,개인,2001,초지2로 14,-,중개거래,경기 안산시 단원구,2024.8.29
81705,경기도 안산시 단원구 원곡동,828-5,0828,0005,벽산블루밍,84.99,202408,13,"39,900",-,16,개인,개인,2004,원선로 50,20241105,중개거래,경기 안산시 단원구,-
81706,경기도 평택시 고덕면 궁리,523,0523,0000,고덕하늘채시그니처,84.7048,202408,13,"37,000",116동,3,개인,개인,2021,효덕새싹길 55,-,직거래,-,2024.9.9
81707,경기도 안산시 단원구 원곡동,828-5,0828,0005,벽산블루밍,84.99,202408,13,"39,900",101,16,개인,개인,2004,원선로 50,-,중개거래,경기 안산시 단원구,2024.11.5
81708,경기도 동두천시 생연동,352,0352,0000,에이스아파트(4차),59.81,202408,13,"9,000",401,3,개인,개인,1995,행선로 123-49,-,중개거래,경기 동두천시,2025.1.31
81709,경기도 동두천시 생연동,715-7,0715,0007,부영아파트(6단지),49.847,202408,13,"12,000",603,7,개인,개인,2003,동두천로 171,-,중개거래,경기 동두천시,2024.10.10
81710,경기도 평택시 고덕동,Jan.64,2664,0001,고덕국제신도시대광로제비앙THEART,84.9656,202408,13,"53,000",1429동,4,개인,개인,2022,고덕국제6로 49,-,중개거래,경기 평택시,2024.12.24
81711,경기도 평택시 청북읍 옥길리,1097,1097,0000,사랑으로부영5차,84.3616,202408,13,"20,000",501,8,개인,개인,2012,안청로1길 92,-,중개거래,경기 평택시,2024.9.30
81712,경기도 안산시 단원구 초지동,802,0802,0000,초지역메이저타운푸르지오파크단지,59.9761,202408,13,"59,500",105,28,개인,개인,2019,원초로 90,-,중개거래,경기 안산시 단원구,2024.10.11
81713,경기도 안산시 단원구 초지동,803,0803,0000,초지역메이저타운푸르지오메트로단지,59.9333,202408,13,"64,000",102,16,개인,개인,2019,화랑로 170,-,중개거래,경기 안산시 단원구,2024.10.8
81714,경기도 안산시 단원구 초지동,741,0741,0000,서해그랑블,114.785,202408,13,"62,500",2013,16,개인,개인,2004,초지1로 78,-,중개거래,"경기 안산시 단원구, 경기 안산시 상록구",2024.12.6
81715,경기도 안산시 단원구 초지동,803,0803,0000,초지역메이저타운푸르지오메트로단지,48.3659,202408,13,"50,000",104,12,개인,개인,2019,화랑로 170,-,중개거래,경기 안산시 단원구,2024.10.29
81716,경기도 김포시 풍무동,147,0147,0000,양도마을(서해그랑블),108.6002,202408,13,"40,000",207,16,개인,개인,2000,양도로 46,-,중개거래,경기 김포시,2024.9.6
81717,경기도 화성시 만세구 남양읍 남양리,415,0415,0000,남양우림,59.301,202408,13,"17,300",-,7,개인,개인,2001,남양성지로 8-5,20240910,중개거래,경기 화성시,-
81718,경기도 화성시 만세구 새솔동,18,0018,0000,송산그린시티이지더원레이크뷰아파트,84.9256,202408,13,"58,500",207동,16,개인,개인,2018,수노을1로 191,-,중개거래,경기 화성시,2024.9.30
81719,경기도 화성시 만세구 새솔동,6,0006,0000,송산그린시티5차NOBLELAND리버파크,74.9716,202408,13,"52,800",507동,8,개인,개인,2021,수노을1로 81,-,중개거래,경기 화성시,2024.10.31
81720,경기도 화성시 만세구 남양읍 남양리,2312,2312,0000,시티프라디움1차아파트,84.9938,202408,13,"39,000",112동,5,개인,법인,2018,시청로102번길 51,-,중개거래,경기 화성시,2024.9.11
81721,경기도 김포시 구래동,6874-17,6874,0017,호수마을e편한세상아파트,84.6357,202408,13,"43,000",208,24,개인,개인,2013,김포한강5로 385,-,중개거래,경기 김포시,2024.10.7
81722,경기도 김포시 고촌읍 향산리,Jan.83,0083,0001,힐스테이트 리버시티 1단지,76.9827,202408,13,"56,500",115동,13,개인,개인,2020,상미로 38,-,중개거래,경기 김포시,2024.9.12
81723,경기도 김포시 구래동,Jun.74,6874,0006,호수마을이편한세상,84.6499,202408,13,"43,000",302,19,개인,개인,2014,김포한강4로420번길 164,-,중개거래,경기 김포시,2024.10.7
81724,경기도 김포시 구래동,Mar.87,6887,0003,호반베르디움더레이크3차,84.8559,202408,13,"46,800",303동,11,개인,개인,2018,김포한강8로 332,-,중개거래,경기 김포시,2024.8.26
81725,경기도 김포시 구래동,6874-17,6874,0017,호수마을e편한세상아파트,84.6499,202408,13,"42,800",208,5,개인,개인,2013,김포한강5로 385,-,중개거래,경기 김포시,2024.9.25
81726,경기도 김포시 구래동,6873-19,6873,0019,한강신도시반도유보라5차,101.8753,202408,13,"51,800",101동,6,개인,개인,2018,김포한강9로 116,-,중개거래,경기 김포시,2024.10.4
81727,경기도 화성시 병점구 병점동,847,0847,0000,안화동마을우남퍼스트빌,97.1055,202408,13,"45,000",-,7,개인,개인,2004,효행로 1076-9,20240813,중개거래,경기 화성시,-
81728,경기도 화성시 병점구 병점동,881,0881,0000,병점역아이파크캐슬,84.96,202408,13,"71,000",121동,19,개인,개인,2021,병점노을로 31,-,중개거래,경기 화성시,2024.9.30
81729,경기도 화성시 병점구 병점동,881,0881,0000,병점역아이파크캐슬,105.99,202408,13,"87,000",103동,5,개인,개인,2021,병점노을로 31,-,중개거래,경기 화성시,2024.11.29
81730,경기도 화성시 병점구 병점동,847,0847,0000,안화동마을우남퍼스트빌,97.1055,202408,13,"45,000",208,7,개인,개인,2004,효행로 1076-9,-,중개거래,경기 화성시,2024.11.19
81731,경기도 김포시 장기동,1342,1342,0000,청송마을(현대2),114.192,202408,13,"53,500",204,14,개인,개인,2001,청송로 20,-,중개거래,"경기 김포시, 인천 서구",2024.11.8
81732,경기도 화성시 병점구 반월동,960,0960,0000,e편한세상반월나노시티역,58.92,202408,13,"55,800",102동,20,개인,개인,2017,효행로 1337-23,-,중개거래,경기 화성시,2024.8.26
81733,경기도 김포시 고촌읍 태리,가-,0000,0000,캐슬앤파밀리에시티 1단지,80.8285,202408,13,"54,800",123동,8,개인,개인,2020,태리로 236,-,중개거래,"경기 김포시, 서울 강서구",2024.10.8
81734,경기도 김포시 고촌읍 신곡리,1291,1291,0000,고촌행정타운 한양수자인,64.9693,202408,13,"59,500",101동,6,개인,개인,2017,은행영사정로23번길 23,-,중개거래,"경기 김포시, 서울 서초구",2024.9.13
81735,경기도 화성시 병점구 진안동,908,0908,0000,진안골마을주공10단지,59.56,202408,13,"30,200",1010,7,개인,개인,2004,병점4로 102,-,중개거래,경기 화성시,2024.9.30
81736,경기도 화성시 병점구 진안동,911,0911,0000,진안골마을주공11단지,84.99,202408,13,"37,000",1106,9,개인,개인,2004,효행로 1075-10,-,중개거래,경기 화성시,2024.10.25
81737,경기도 화성시 효행구 봉담읍 상리,614,0614,0000,청운마을신안인스빌,71.75,202408,13,"20,500",101,8,개인,개인,2004,삼천병마로 1256-20,-,직거래,-,2024.8.30
81738,경기도 김포시 감정동,676,0676,0000,한국,77,202408,13,"28,600",102,10,개인,개인,1995,봉화로181번길 31-14,-,중개거래,경기 김포시,2024.9.11
81739,경기도 김포시 장기동,2193,2193,0000,한강센트럴자이1단지,70.8647,202408,13,"43,500",125동,18,개인,개인,2017,태장로 845,-,중개거래,경기 김포시,2024.8.19
81740,경기도 화성시 만세구 향남읍 행정리,440,0440,0000,향남시범넓은마을향남지웰2차,84.843,202408,13,"40,000",207,17,개인,개인,2010,행정중앙2로 38,-,중개거래,경기 화성시,2024.9.6
81741,경기도 김포시 감정동,705,0705,0000,김포센트럴헤센1단지,59.9919,202408,13,"31,300",104,9,개인,개인,2021,감정로 87,-,중개거래,경기 김포시,2024.8.28
81742,경기도 김포시 장기동,Jan.58,2058,0001,한강신도시초당마을중흥에스-클래스리버티,84.9973,202408,13,"48,800",308,6,개인,개인,2012,김포한강2로 113,-,중개거래,경기 김포시,2024.10.24
81743,경기도 화성시 병점구 안녕동,223,0223,0000,안녕동우방아이유쉘,84.7721,202408,13,"40,200",104동,13,개인,개인,2017,안녕남로 246-21,-,중개거래,경기 화성시,2024.10.22
81744,경기도 화성시 만세구 향남읍 발안리,295,0295,0000,발안마을주공,59.92,202408,13,"20,800",108,15,개인,개인,2003,발안서로 11,-,중개거래,경기 화성시,2024.10.21
81745,경기도 김포시 풍무동,743,0743,0000,당곡마을(현대),115.2209,202408,13,"42,000",207,6,개인,개인,2001,풍무로 35,-,중개거래,경기 김포시,2024.9.30
81746,경기도 화성시 만세구 새솔동,13,0013,0000,송산신도시대방노블랜드더센트럴3차,115.1388,202408,13,"105,000",-,21,개인,개인,2019,수노을1로 108,20260116,중개거래,경기 화성시,-
81747,경기도 김포시 구래동,6874-20,6874,0020,김포한강아이파크,75.6597,202408,13,"41,000",308동,8,개인,개인,2018,김포한강4로420번길 100,-,중개거래,경기 김포시,2024.10.14
81748,경기도 성남시 중원구 여수동,600,0600,0000,센트럴타운(3단지),84.86,202408,13,"104,700",323,2,개인,개인,2012,성남대로 1000,-,중개거래,경기 성남시 중원구,2024.11.15
81749,경기도 수원시 영통구 영통동,955-1,0955,0001,황골마을주공1,59.99,202408,13,"39,500",131,20,개인,개인,1997,영통로 498,-,중개거래,경기 수원시 영통구,2024.12.4
